company,stage,country,sector,funding_amount,investors_count,founded_year,status,last_funding_date
docBeat,Series A,USA,software,1100000.0,,2010.0,operating,2013-11-13
Wavemark,,USA,medical,9500000.0,,2003.0,operating,2012-03-07
Geothermal Engineering,,GBR,cleantech,1000000.0,,,operating,2013-11-13
Interactive Motion Technologies,Series A,USA,biotech,300000.0,,1998.0,operating,2011-04-28
Oris4,Series A,USA,search,3000000.0,2.0,2010.0,operating,2010-01-01
Contactual,Series A,USA,public_relations,9000000.0,1.0,2000.0,operating,2006-04-26
Teach 'n Go,Series A,NLD,education,39260.0,1.0,2013.0,operating,2013-04-13
Carousell,Angel,SGP,web,800000.0,5.0,,operating,2013-11-13
Nubity,Angel,ARG,other,37000.0,1.0,2012.0,operating,2013-11-01
Sipwise,Series A,AUT,network_hosting,1449360.0,2.0,2008.0,operating,2012-01-31
Canadian Digital Media Network,Series A,CAN,software,8750000.0,,2009.0,operating,2013-11-13
TinyMob Games,Series A,CAN,games_video,2000000.0,4.0,2013.0,operating,2013-11-13
NORCAT,Angel,CAN,ecommerce,1000000.0,,1995.0,operating,2013-11-13
Clearpath Robotics,,CAN,software,100000.0,,,operating,2013-11-13
Scary Mommy,Angel,,social,116517.0,,,operating,2013-11-12
MobiDough,Series B,USA,software,3549916.0,,2007.0,operating,2011-05-10
Knome,Series A,USA,biotech,15800000.0,,2007.0,operating,2013-10-31
CEINT,,USA,education,15000000.0,,,operating,2013-11-13
BBOXX,Series A,GBR,hardware,1900000.0,2.0,2010.0,operating,2013-11-14
QRxPharma,,AUS,biotech,7500000.0,,,ipo,2013-11-13
Noveko International,Series A,CAN,hardware,510751.0,,2002.0,operating,2011-05-10
MOBEXO,Series A,HKG,finance,1800000.0,,2010.0,operating,2013-11-13
Correlix,Series A,USA,enterprise,11400000.0,5.0,2006.0,closed,2012-02-14
Syncro Medical Innovations,,USA,hardware,9750000.0,,1998.0,operating,2012-01-20
Peopleclick Authoria,Series C,USA,software,22500000.0,7.0,1997.0,acquired,2007-09-28
ScheduleSoft,Series A,USA,software,590208.0,,1996.0,operating,2011-05-10
Complete Holdings Group,Series A,USA,software,1225000.0,,2000.0,operating,2011-05-10
InSpa,Series A,USA,web,1901004.0,1.0,1999.0,operating,2011-05-05
DAXKO,Series A,USA,software,7750000.0,1.0,,operating,2008-07-01
Gaia Metrics,Series A,USA,software,100000.0,,2010.0,operating,2011-04-28
Flywheel Healthcare,,USA,biotech,1500000.0,,,operating,2011-04-27
Settleware,Series A,USA,software,35000.0,,1999.0,operating,2011-04-22
800razors,Series A,USA,ecommerce,100000.0,,2012.0,operating,2013-02-19
Sungy Mobile,Series A,CHN,mobile,20000000.0,2.0,,ipo,2013-11-14
ClearEdge3D,Series A,USA,software,450000.0,,,operating,2011-04-21
Flayr,Series A,FRA,web,6100000.0,2.0,,operating,2013-11-20
Smart Energy,,USA,cleantech,300000.0,,2009.0,operating,2011-04-21
FolioDynamix,,USA,finance,20000000.0,3.0,2007.0,operating,2012-05-15
Entia Biosciences,Series A,USA,biotech,1500000.0,,,operating,2013-11-14
WellApps,Series A,USA,hardware,145000.0,,2009.0,operating,2011-04-21
Chakpak Media,Series A,IND,ecommerce,5000000.0,2.0,,operating,2008-12-22
FineEye Color Solutions,Series A,USA,hardware,763557.0,,1997.0,operating,2011-04-21
VBOX,Series A,USA,biotech,1543860.0,,,operating,2011-04-27
Getourguide.com,Angel,SGP,travel,45000.0,,2013.0,operating,2013-06-01
Nolio,Series A,ISR,software,5000000.0,3.0,2009.0,operating,2008-12-14
Medsurant Monitoring,Series A,USA,health,10200000.0,,2011.0,operating,2011-04-21
Alo Networks,Series A,USA,mobile,445000.0,,2011.0,operating,2011-04-27
VSH,Series A,USA,biotech,108192300.0,,,operating,2011-04-27
doUdeal,Angel,USA,ecommerce,15000.0,,,operating,2011-04-19
CORD:USE Cord Blood Bank,Series A,USA,health,7636840.0,,2004.0,operating,2011-04-21
Nuovo Biologics,Series A,USA,biotech,1000000.0,,,operating,2011-04-18
Vibrant Commercial Technologies,Series A,USA,software,6750000.0,,2006.0,operating,2011-04-21
Tensegrity Technologies,,GBR,biotech,981990.0,,2007.0,operating,2011-04-27
Ariel Way,,USA,mobile,1100000.0,,2001.0,operating,2011-04-27
EndoShape,Series A,USA,hardware,3500210.0,,,operating,2011-04-18
TouchBistro,Series A,USA,software,4500000.0,1.0,2011.0,operating,2013-11-14
Synoste Oy,Series A,FIN,biotech,3602480.0,3.0,2012.0,operating,2013-11-14
E-Blink,Series A,FRA,mobile,30626280.0,7.0,2005.0,operating,2013-12-03
American Prison Data Systems,Series A,USA,software,500000.0,,2012.0,operating,2013-11-13
Graphsql,Series A,USA,other,2546269.0,,,operating,2013-11-14
Chtiogen,Series A,USA,hardware,105000.0,,,operating,2013-11-13
BullGuard,Series A,GBR,software,5000000.0,1.0,2002.0,operating,2008-12-09
DepotPoint,Series C,USA,software,11000000.0,2.0,2005.0,operating,2008-07-07
Contestomatik,Angel,ESP,advertising,336000.0,1.0,2012.0,operating,2012-09-01
Knozen,Series A,USA,social,2250000.0,5.0,2013.0,operating,2013-11-01
ZON Networks,Series A,ISR,public_relations,7000000.0,3.0,2012.0,operating,2008-07-09
Certona,Series A,USA,enterprise,7000000.0,2.0,2004.0,operating,2008-07-22
Witsbits,Angel,USA,network_hosting,206448.0,2.0,2004.0,operating,2010-06-24
Intact Medical,Series A,USA,hardware,4000000.0,,1998.0,operating,2013-11-13
Vartopia,Series A,USA,software,1611364.0,,2009.0,operating,2011-04-26
Snowshoefood,,USA,web,300000.0,,2010.0,operating,2013-11-14
Ohana Companies,Series A,USA,software,1715000.0,,2007.0,operating,2013-11-13
ACell,Series A,USA,health,8700000.0,,1999.0,operating,2011-04-26
Codesign Cooperative,Angel,AUS,software,50000.0,1.0,2013.0,operating,2013-11-15
Paramit Corporation,Series A,USA,manufacturing,45324254.0,,1990.0,operating,2011-02-16
SignalPoint Communications,Series A,USA,mobile,10540000.0,,2012.0,operating,2013-11-13
Playrcart,,GBR,web,250016.0,,,operating,2013-11-28
Verisante Technology,Angel,CAN,hardware,1100000.0,,,operating,2013-11-14
Turbogen,Series A,USA,,170000.0,,,operating,2013-11-14
Rapid7,Series A,USA,software,61000000.0,2.0,2000.0,operating,2012-10-23
EME International,Series A,USA,consulting,3000000.0,,,operating,2011-04-25
Lumense,Series B,USA,biotech,2650000.0,3.0,2011.0,operating,2013-11-14
Trellis Earth Products,Series A,USA,biotech,75000.0,,2006.0,operating,2011-03-18
Falco Pacific Resource Group,Series D+,CAN,real_estate,5100000.0,,2012.0,operating,2013-11-14
NiteTables,Series A,USA,ecommerce,100000.0,,,operating,2011-04-20
SustainU,Angel,USA,manufacturing,250000.0,,,operating,2011-03-29
Paice,Series A,USA,manufacturing,4000000.0,,1992.0,operating,2011-04-20
Shift Network,Series A,USA,education,350000.0,,2010.0,operating,2011-04-15
Derivix,Series A,USA,software,12700000.0,4.0,2005.0,acquired,2010-03-30
A LITTLE WORLD,Series B,IND,games_video,6410000.0,2.0,2000.0,operating,2008-09-09
Secucloud,,USA,software,643300.0,,2013.0,operating,2013-11-14
Alyotech,Series A,FRA,consulting,24858000.0,6.0,2005.0,operating,2010-07-08
Espressi,Series A,USA,ecommerce,2000000.0,,2008.0,operating,2010-04-27
Kelly Van Gogh,,USA,ecommerce,1000000.0,,,operating,2011-04-14
First China Pharma Group,Series A,CHN,biotech,3829000.0,,2002.0,operating,2011-04-12
TrillTip,Angel,ITA,travel,100000.0,1.0,2013.0,operating,2013-03-01
PLC Diagnostics,Series A,USA,biotech,128691.0,,2006.0,operating,2011-04-11
Etcetera Edutainment,Series A,USA,software,340000.0,,,operating,2011-04-14
Wish Days,Angel,ITA,other,100000.0,,2006.0,operating,2006-01-01
BioCee,Series A,USA,biotech,200000.0,,,operating,2011-04-11
AltaSens,Series A,USA,hardware,15102417.0,,,operating,2011-04-13
Barre,Series A,USA,hospitality,40000.0,,,operating,2011-04-14
Madeira Therapeutics,Series A,USA,biotech,420000.0,,,operating,2011-04-13
Trellis Technology,Angel,USA,social,230000.0,,,operating,2011-04-12
MindClick Global,Series A,,,2000000.0,,,operating,2013-09-25
DrAvailable,Angel,USA,health,100000.0,,2012.0,operating,2012-11-01
SBA Bank Loans,Series D+,USA,government,150000.0,1.0,2006.0,operating,2006-09-08
Cisco,Series A,USA,network_hosting,2500000.0,1.0,1984.0,ipo,1987-01-01
Grockit,Series A,USA,social,44700000.0,11.0,2006.0,acquired,2012-12-19
Signostics,Series B,USA,biotech,9000000.0,3.0,2005.0,operating,2010-04-07
Happy Studio,Series A,,,1950000.0,1.0,,operating,2013-08-01
Newswired,Angel,RUS,software,25000.0,,2013.0,operating,2013-10-01
eBooks in Motion,Angel,USA,ecommerce,335000.0,4.0,2012.0,operating,2013-11-16
Yesweplay,Angel,ESP,sports,776340.0,,2012.0,operating,2012-01-01
Phreesia,Series C,USA,software,42650000.0,6.0,2005.0,operating,2010-08-03
Glider.io,Series A,NOR,messaging,100000.0,,,operating,2011-05-25
Petizens.com,Angel,,web,250000.0,,2007.0,closed,2007-08-01
Omnisens,Series A,CHE,cleantech,5320000.0,1.0,1999.0,operating,2008-09-10
Transilio,Series A,USA,other,350000.0,,,operating,2013-11-15
Jukin Media,Series A,USA,news,562263.0,,2009.0,operating,2013-11-14
Therma Flite,Series A,USA,nanotech,7500000.0,1.0,,operating,2013-11-17
ideacts innovations,Series A,IND,software,5000000.0,1.0,,operating,2008-07-03
Shoulder Options,Series A,USA,hardware,500000.0,,,operating,2013-11-14
No Surprises Software,Series A,USA,software,1100000.0,,,operating,2013-11-15
Dinetouch,Angel,USA,,100000.0,,2011.0,operating,2013-11-15
BTC China,Series A,CHN,finance,5000000.0,2.0,2011.0,operating,2013-11-18
21E6,Series A,USA,,5050000.0,,2013.0,operating,2013-11-17
Salt Rights,Series A,,mobile,54000.0,2.0,,operating,2013-08-09
Nutorious Nut Confections,Series A,USA,hospitality,585000.0,,2007.0,operating,2011-04-12
Long Play,Series A,,,321650.0,,2012.0,operating,2013-11-17
Health Revenue Assurance Holdings,Series A,USA,analytics,5400000.0,1.0,2001.0,operating,2013-11-15
SurgiCount Medical,Series A,USA,hardware,7112500.0,,1959.0,operating,2011-04-12
BOXX Technologies,Series C,USA,manufacturing,100000.0,,1996.0,operating,2011-04-12
Eubios Therapeutica Private Limited,Series A,,medical,600000.0,,,operating,2013-03-22
Sensys Networks,,USA,mobile,14316502.0,4.0,2004.0,operating,2013-03-27
Klappo Limited,Angel,GBR,software,650000.0,3.0,2009.0,operating,2013-11-18
discoapi,Angel,ISR,search,150000.0,1.0,2013.0,operating,2013-11-18
Nanotech Semiconductor,Series A,GBR,semiconductor,13500000.0,2.0,2003.0,operating,2008-08-12
Qualtré,Series A,USA,hardware,30000000.0,3.0,2008.0,operating,2013-05-15
Tactonic Technologies,Series A,USA,software,325000.0,,2010.0,operating,2011-04-08
iZ3D,Series A,USA,hardware,5000000.0,1.0,2007.0,operating,2008-12-02
Mojave Networks,Series A,USA,mobile,5000000.0,2.0,2011.0,operating,2013-11-18
Ketto,Angel,IND,web,150000.0,1.0,,operating,2013-11-18
Ganymed Pharmaceuticals,Series C,DEU,biotech,57897000.0,3.0,,operating,2013-11-18
Veritract,Series A,USA,hardware,819500.0,,,operating,2011-04-05
AdorStyle,Series C,,,16500000.0,4.0,,operating,2013-10-31
SparkWords,Series A,USA,web,5000000.0,1.0,,operating,2008-09-08
CellCeuticals Skin Care,,USA,manufacturing,7585475.0,,2007.0,operating,2011-04-06
CRESCEL,Series A,USA,manufacturing,300000.0,,2011.0,operating,2011-04-05
UIEvolution,Series A,USA,software,17999996.0,3.0,2000.0,operating,2013-12-11
Sinopsys Surgical,Series A,USA,medical,109998.0,,2011.0,operating,2011-04-06
PhantomAlert.com.,Series A,USA,software,100061.0,,2008.0,operating,2011-04-05
Aquacue,Series A,USA,manufacturing,150000.0,,,operating,2011-04-06
Boonty,Series B,USA,games_video,10000000.0,4.0,2001.0,acquired,2005-07-07
Doctor Evidence,,USA,medical,1500000.0,,2004.0,operating,2011-04-06
AFreeze,Series A,AUT,hardware,2573200.0,,,operating,2013-11-18
WinLoot.com,Angel,USA,games_video,100000.0,1.0,2013.0,operating,2013-03-11
Valopaa,Series A,HMI,manufacturing,2573200.0,1.0,,operating,2013-11-18
SafeTool,Series A,SWE,security,4660000.0,1.0,,closed,2008-08-29
Ampex,Series A,USA,hardware,5000000.0,1.0,1944.0,operating,2008-10-03
Xooker,Angel,USA,mobile,300000.0,,2013.0,operating,2013-10-15
ThePresent.Co,Series A,GBR,ecommerce,2640000.0,4.0,2012.0,operating,2012-07-01
AwoX,Series C,FRA,hardware,5070000.0,4.0,2003.0,operating,2008-11-17
Tbricks,Series A,SWE,software,5120000.0,1.0,2006.0,operating,2008-11-10
MoPals,Series A,CAN,social,2250000.0,,2012.0,operating,2013-02-18
Codasystem,Series A,,mobile,7623300.0,3.0,,operating,2008-09-01
smartfundit.com,Series A,GBR,software,5170000.0,1.0,2006.0,closed,2008-12-04
Vires Aeronautics,Series A,USA,manufacturing,960000.0,,2013.0,operating,2013-11-18
CyberCity 3D,Series A,USA,software,7850000.0,1.0,2008.0,operating,2009-12-03
Farman,Angel,ITA,biotech,514640.0,1.0,,operating,2013-11-18
Dimension Therapeutics,Series A,USA,biotech,5000000.0,,,operating,2013-11-18
WhisperText,Series B,,,18000000.0,5.0,,operating,2013-09-05
Brain Parade,Series A,USA,software,700000.0,,2010.0,operating,2013-11-18
Sphere 3d,Series A,CAN,,319718.0,,2009.0,operating,2013-11-18
Azure Minerals,Series A,AUS,,2100000.0,,,operating,2013-11-18
Revolutions Medical,,USA,health,1050000.0,,1996.0,operating,2011-03-25
Pirate Brands,Series A,USA,ecommerce,4944976.0,,1987.0,operating,2011-04-01
GigaPan,Series A,USA,photo_video,1000000.0,,2008.0,operating,2010-11-15
CloudCrowd,Series B,USA,enterprise,5100000.0,2.0,2009.0,operating,2010-08-13
Fishki,Angel,RUS,games_video,1200000.0,1.0,,operating,2013-11-18
Tangled,Angel,,local,30000.0,,2011.0,operating,2011-02-18
Holograam,Angel,URY,advertising,25000.0,,,operating,2010-06-10
InvestGlass,Angel,CHE,finance,50000.0,,2013.0,operating,2013-11-19
Overlay Studio,Angel,USA,,800000.0,3.0,2013.0,operating,2013-09-01
Triviala,Series A,GBR,games_video,4014727.0,1.0,2008.0,operating,2008-01-01
WordRake,Series A,USA,software,1850000.0,,,operating,2011-04-05
Yub,Series A,USA,ecommerce,12000000.0,9.0,2013.0,closed,2013-11-19
TCAS Online,Angel,GBR,software,836290.0,2.0,2000.0,operating,2013-11-19
United Pharmacy Partners (UPPI),Series A,USA,biotech,105000.0,,1998.0,operating,2011-04-05
Go Pool and Spa,Angel,USA,ecommerce,107250.0,,,operating,2010-11-05
WattOn,Angel,,,750000.0,1.0,,operating,2013-07-01
BTI Systems,Series A,CAN,software,102148270.0,12.0,2000.0,operating,2013-12-04
SoundSenasation,Series A,USA,manufacturing,1675000.0,,1985.0,operating,2011-03-21
pfwaterworks,Series A,USA,manufacturing,600000.0,,,operating,2011-03-31
BeMe Intimates,,USA,ecommerce,575000.0,,,operating,2013-11-18
TRAKLOK,Series A,USA,hardware,821250.0,,,operating,2011-03-31
WeissBeerger,Angel,ISR,analytics,1000000.0,1.0,2010.0,operating,2013-01-01
Hip Innovation Technology,Series A,USA,manufacturing,225000.0,,2011.0,operating,2011-03-21
Terma Software Labs,Series A,USA,software,23009.0,,,operating,2011-03-31
Atlas Spine,Series A,USA,biotech,3500000.0,,2001.0,operating,2011-03-18
Radiant Zemax,,USA,hardware,26445026.0,,2011.0,operating,2011-03-18
EyeScience,Series A,USA,health,600000.0,,2007.0,operating,2011-03-18
Tokita Investments,Angel,,consulting,5000.0,1.0,2013.0,operating,2013-09-26
Unicotrip,Angel,ARG,travel,20000.0,1.0,2011.0,operating,2013-11-19
"makeena, inc.",Angel,USA,ecommerce,76455.0,,2013.0,operating,2013-07-07
Instapagar,Angel,BRA,finance,550000.0,1.0,2011.0,operating,2011-10-01
SecondHome,Angel,CAN,travel,600000.0,1.0,2012.0,operating,2012-11-01
Increasecard,Angel,ARG,,25000.0,1.0,2012.0,operating,2013-09-01
LiveExercise,Angel,USA,health,100000.0,1.0,2012.0,operating,2012-10-01
Arteriocyte Medical Systems,,USA,hardware,150000.0,,,operating,2011-03-23
EarDish,Series A,USA,music,700117.0,,,operating,2011-03-22
Play It Gaming,Angel,,games_video,700000.0,,,operating,2013-11-19
Family Nation,Angel,ITA,hospitality,64330.0,1.0,2011.0,operating,2013-11-19
Nurigene,Series A,USA,fashion,3257600.0,,2010.0,operating,2011-03-31
Nerium Biotechnology,Series A,USA,biotech,288537.0,,,operating,2011-03-31
CommuniClique,Series A,USA,software,50000.0,,2006.0,operating,2010-01-20
PF Management Services,Series A,USA,software,2500000.0,1.0,,operating,2013-11-19
Sportgenic,Series B,USA,advertising,11489687.0,5.0,2005.0,acquired,2008-09-09
Neater Pet Brands,Series A,USA,pets,572751.0,,2006.0,operating,2011-03-15
ZeroNines Technology,Series A,USA,software,3486110.0,,2000.0,operating,2008-03-16
UV Memory Care,Series A,USA,,2005844.0,,2010.0,operating,2010-11-05
Scores Media Group,Series A,USA,other,3500000.0,,,operating,2011-11-01
CTIC Dakar,Series A,SEN,consulting,150000.0,,2011.0,operating,2013-11-19
Cloudtop,Series A,,,1800000.0,10.0,,operating,2013-06-18
Bliss Healthcare,Series A,USA,biotech,500000.0,3.0,2009.0,operating,2011-02-08
GameAccount Network,Series A,GBR,software,33638582.0,,,operating,2013-11-20
Forex Express,Series A,USA,finance,1000000.0,,2005.0,operating,2011-02-11
ProtectWise,Series A,,,3050000.0,1.0,2013.0,operating,2013-05-03
"Pricebook Co., Ltd.",Angel,,ecommerce,150000.0,1.0,2013.0,operating,2013-12-04
DRS Health,Series A,USA,biotech,281500.0,,2005.0,operating,2011-03-14
Power2Switch,Series A,USA,cleantech,1575000.0,5.0,2009.0,acquired,2011-12-05
CardioGenics,Series A,CAN,biotech,1915575.0,,1997.0,operating,2011-02-09
Outcomes Incorporated,Series A,USA,health,188375.0,,,operating,2011-03-14
Ayla,,USA,ecommerce,170000.0,,2010.0,operating,2011-03-04
Liquidations Enchere Limited,Angel,,ecommerce,150000.0,,2013.0,operating,2013-04-01
H2i Technologies,Series A,FRA,hardware,3954000.0,3.0,,closed,2008-07-18
RewardIt.com,Angel,USA,web,330000.0,,2012.0,operating,2012-07-01
crowdSPRING,Series A,USA,ecommerce,3000000.0,,2007.0,operating,2008-05-23
MobileSnack,Series A,ESP,,2888200.0,1.0,,operating,2008-09-03
Teedot,Angel,USA,software,600000.0,,2013.0,operating,2013-10-16
TakeCharge,,,cleantech,4000.0,,,operating,2013-11-20
"Trajectory, Inc.",Angel,USA,analytics,1000000.0,1.0,2011.0,operating,2013-11-20
QR Artist,Angel,CAN,software,350000.0,1.0,2011.0,operating,2013-05-01
GBS,Series A,USA,software,7555000.0,,,ipo,2011-03-30
cWyze,Series A,USA,advertising,250000.0,,2010.0,operating,2011-02-07
Prescient,Series A,USA,software,3000000.0,,2013.0,operating,2013-11-20
Nextwave Software,Angel,CAN,social,125000.0,,2012.0,operating,2013-11-20
PeerMe,Series A,USA,games_video,5000000.0,3.0,2004.0,closed,2005-01-01
Auto I.D,Series A,USA,other,249947.0,,,operating,2013-11-19
LMN-1,Series A,USA,health,5000000.0,,,operating,2011-02-08
Synereca Pharmaceuticals,Series A,USA,biotech,340000.0,,2009.0,operating,2011-02-08
Vitruvias Therapeutics,Series A,USA,biotech,750000.0,,,operating,2013-11-19
girnarsoft,Series A,IND,software,15000000.0,1.0,2007.0,operating,2013-11-20
QuickCheck Health,Series A,USA,hardware,264000.0,,2009.0,operating,2011-03-16
Mixpanel,Series A,USA,analytics,12000000.0,8.0,2009.0,operating,2012-05-10
Innate Pharma,Series D+,FRA,biotech,26117980.0,2.0,,operating,2013-11-20
Surgery Partners,Series A,USA,health,173111.0,,2000.0,operating,2011-03-16
K-PAX Pharmaceuticals,Angel,USA,biotech,300000.0,,,operating,2011-03-16
Creoptix,Series A,CHE,automotive,3270120.0,1.0,2009.0,operating,2013-11-20
DearJane,Angel,AUS,ecommerce,60000.0,1.0,2013.0,operating,2013-09-01
Admittor,Angel,ISL,,19311.0,1.0,2011.0,operating,2010-09-06
Carbylan BioSurgery,Series C,USA,medical,25999999.0,3.0,2005.0,operating,2013-01-03
Aliveshoes,Angel,,,19260.0,1.0,,operating,2013-04-02
Yes.Tap,Angel,,,19299.0,1.0,2013.0,operating,2013-10-14
Juvaris BioTherapeutics,Series B,USA,biotech,54030000.0,2.0,,operating,2010-04-12
AquAszero,Angel,,,19299.0,1.0,,operating,2013-11-11
Weavly,Angel,AUT,,18852.0,1.0,,closed,2012-09-03
Watly,Angel,IRL,,19299.0,1.0,,operating,2013-11-11
ChemoCentryx,Series C,USA,biotech,80540000.0,8.0,1997.0,operating,2007-03-22
Watcher Enterprises,Angel,NLD,,204299.0,1.0,2013.0,operating,2013-12-09
CeloNova,Series A,USA,biotech,20841869.0,,2000.0,operating,2011-02-15
Voiceit,Angel,DEU,,20204.0,1.0,,operating,2013-01-27
LookMedBook,Angel,RUS,health,1000000.0,,2013.0,operating,2012-10-01
EngineLab,Series A,USA,software,456000.0,,,operating,2011-03-16
SOLEM Electronique,Series A,FRA,hardware,5460000.0,2.0,1984.0,operating,2008-12-02
HazelTree,Series A,USA,finance,1500087.0,,2009.0,operating,2011-02-15
Vidiowiki,Angel,,,18885.0,1.0,,closed,2012-07-01
Doctor kinetic,Angel,NLD,,19713.0,1.0,,operating,2012-04-04
Videostir,Angel,,,20204.0,1.0,2011.0,operating,2013-01-27
Tela Innovations,Series C,USA,semiconductor,10250000.0,3.0,2005.0,operating,2011-02-10
iSTAR Medical,Series A,BEL,medical,5146400.0,3.0,,operating,2013-11-21
Graceful Tables,Series A,USA,local,750000.0,,2010.0,operating,2011-03-15
Evinance Innovation,Angel,CAN,,19616.0,1.0,,operating,2013-02-26
TrialBee,Series A,SWE,,3237689.0,1.0,2010.0,operating,2013-12-05
VT Silicon,Series A,USA,semiconductor,8800000.0,1.0,2002.0,closed,2008-11-19
Think Silicon,Angel,USA,,19299.0,1.0,2007.0,operating,2013-11-11
Device Innovation Group,Series A,USA,biotech,4000000.0,,2012.0,operating,2011-02-14
FUELUP,Angel,NLD,,19260.0,1.0,,operating,2013-04-02
VasSol,Series A,USA,health,928280.0,,1999.0,operating,2011-03-11
Thename.is,Angel,,,20204.0,1.0,2012.0,operating,2013-01-27
Advestigo,Series B,FRA,software,5530000.0,3.0,2002.0,operating,2008-11-26
Tag'By,Angel,,,19299.0,1.0,2011.0,operating,2013-10-14
goAct,Angel,,,19616.0,1.0,,operating,2013-02-26
Dentalink,Angel,CHL,software,250000.0,1.0,2010.0,operating,2012-10-01
SuperMama,Angel,,,21189.0,1.0,2012.0,operating,2011-09-05
FRH Consumer Services,Series A,USA,software,350000.0,,2008.0,operating,2011-02-15
Green Earth Aerogel Technologies,Angel,ESP,,19299.0,1.0,,operating,2013-11-11
Pharminex,Series A,USA,biotech,11307429.0,,2008.0,operating,2013-01-24
The App3,Angel,PRT,medical,90000.0,1.0,2012.0,operating,2013-08-01
Rodo Medical,Series A,USA,biotech,1620431.0,,,operating,2011-02-14
Genera Energy,,USA,cleantech,5000000.0,1.0,2008.0,operating,2013-11-21
NeuroSigma,,USA,biotech,1710000.0,,2008.0,operating,2011-03-10
Prosperity Catalyst,,,nonprofit,2000000.0,,,operating,2013-11-21
Zapcoder,Angel,GBR,software,113644.0,,2013.0,operating,2013-11-21
Innofidei,Series A,CHN,hardware,10000000.0,1.0,2006.0,operating,2007-07-01
Radient Pharmaceuticals,,USA,biotech,8437500.0,,,operating,2011-02-14
OzVision,Series A,USA,hardware,6000000.0,2.0,1995.0,operating,2008-11-10
90sec Technologies,Angel,ISR,social,100000.0,2.0,2013.0,operating,2013-09-01
ChinaNetCenter,Series B,CHN,software,10970000.0,2.0,2000.0,operating,2008-10-28
Iconix Biosciences,Series A,,biotech,4000000.0,,,acquired,2007-01-24
Nanostellar,Series C,USA,cleantech,13050000.0,6.0,,operating,2008-02-27
BlueMessaging,,USA,software,850000.0,,2010.0,operating,2013-01-01
Inventure Chemicals,Series A,USA,cleantech,7000000.0,1.0,,operating,2012-05-02
Serious Energy,Series A,USA,cleantech,135147224.0,10.0,2002.0,operating,2011-11-21
ScreenMedix,Angel,USA,web,500000.0,1.0,2013.0,operating,2013-11-01
Tenaxis Medical,Series A,USA,biotech,23897734.0,1.0,2004.0,operating,2012-10-15
Nanophotonica,Series A,USA,manufacturing,150005.0,,2009.0,operating,2011-02-11
Hiveoo,Angel,,,19299.0,1.0,,operating,2013-09-02
iLost,Angel,NLD,,19260.0,1.0,,operating,2013-04-02
Ingeny,Angel,NLD,,19299.0,1.0,,operating,2013-11-11
Allergen Research Corporation,Series A,USA,hospitality,17000000.0,1.0,2011.0,operating,2013-11-21
Meeting To You,Series A,,social,100000.0,,2009.0,operating,2013-12-04
Mipagar,Angel,,,19713.0,1.0,,operating,2012-04-04
Sensus Energy,Angel,NLD,,19299.0,1.0,2013.0,operating,2013-11-11
Extend Health,Series B,USA,other,15000000.0,2.0,,acquired,2007-08-09
Mobypark,Angel,,,19299.0,1.0,,operating,2013-10-14
RentMama,Angel,,,19311.0,1.0,2009.0,operating,2010-09-06
myMedScore,Angel,USA,,19616.0,1.0,,operating,2013-02-26
WiredBenefits,Series A,USA,other,2500000.0,1.0,,operating,2007-08-08
Relayr,Angel,NLD,,19299.0,1.0,,operating,2013-10-14
Aurigo Software,Series A,USA,software,6320281.0,,2003.0,operating,2013-11-21
Immunovaccine,Series A,CAN,biotech,4200000.0,,2000.0,operating,2013-11-21
Proxible,Angel,NLD,,19299.0,1.0,2013.0,operating,2013-11-11
Prospero BioSciences,Angel,,,19299.0,1.0,2012.0,operating,2013-11-11
Projector35,Angel,,,19299.0,1.0,,operating,2013-09-02
Aria Glassworks,Series A,USA,software,1750000.0,,2010.0,operating,2011-02-17
Operation Supply Drop,Series A,USA,nonprofit,300000.0,,2010.0,operating,2013-11-21
Pergunter,Angel,,,19299.0,1.0,2012.0,operating,2013-09-02
Intellipharmaceutics International,Series A,CAN,biotech,12000000.0,,1998.0,ipo,2011-02-15
Cloudstaff,Angel,AUS,other,500000.0,3.0,2010.0,operating,2013-11-21
Photolitec,Series A,USA,health,630000.0,,,operating,2011-02-11
IdentityForge,Series A,USA,software,1000000.0,,,operating,2011-03-11
Sitari Pharmaceuticals,Series A,,biotech,10000000.0,2.0,,operating,2013-11-22
ImmunoCellular Therapeutics,Series A,USA,hospitality,8090644.0,,,operating,2011-03-11
Basic-Fit,Series A,NLD,health,141526000.0,1.0,,operating,2013-11-22
AutekBio,Series B,USA,biotech,4100000.0,1.0,,operating,2007-10-22
Sift Shopping,Series A,,ecommerce,2540000.0,8.0,2012.0,operating,2013-11-22
Nfoshare,Angel,,education,100000.0,,2011.0,operating,2013-09-01
Advanced Cyclone Systems,Series A,PRT,manufacturing,1500000.0,1.0,2008.0,operating,2009-01-01
Glassful,Series A,USA,ecommerce,7500000.0,3.0,2013.0,operating,2013-08-01
Clio,Series B,CAN,web,6000000.0,2.0,2007.0,operating,2012-01-30
Niche.co,Angel,USA,software,550000.0,4.0,2013.0,operating,2013-11-22
DiaDerma BV,Angel,NLD,,19299.0,1.0,,operating,2013-11-11
Stalactite.3D Printers,Angel,,,19299.0,1.0,,operating,2013-11-11
Magpower,Series A,PRT,cleantech,9032100.0,1.0,,operating,2011-01-10
lifeIO,Angel,USA,web,500000.0,5.0,2006.0,closed,2008-08-29
