company,stage,country,sector,funding_amount,investors_count,founded_year,status,last_funding_date,estimated_revenue,capital_efficiency,monthly_burn,runway_months,traction_index,rule_of_40
Storify,Series A,USA,web,2023000.0,4.0,2009.0,acquired,2011-02-03,606900.0,0.3,84291.66666666667,12.0,2.761384813547711,100.0
Calithera Biosciences,Series C,USA,biotech,89000000.0,6.0,2010.0,operating,2013-10-29,71200000.0,0.8,2472222.222222222,18.0,11.64274162277119,75.0
RTN Stealth Software,Series A,,,352134.0,,,operating,2011-02-03,105640.2,0.3,14672.25,12.0,2.4274150872854108,100.0
EVERFANS,Angel,SGP,mobile,50000.0,,2012.0,operating,2010-06-01,4000.0,0.08,2777.777777777778,9.0,1.0900235812589905,79.0
Zhijiang Jonway Automobile,Series A,CHN,automotive,29030000.0,1.0,,acquired,2010-07-08,8709000.0,0.3,1209583.3333333333,12.0,3.270221121017955,100.0
WeddingWire Inc,Series B,USA,web,31065000.0,3.0,2006.0,operating,2012-09-26,15532500.0,0.5,1035500.0,15.0,1.8708295913056232,90.0
Corridor Pharmaceuticals,,USA,biotech,29608429.0,10.0,2007.0,operating,2013-01-31,5921685.800000001,0.20000000000000004,1233684.5416666667,12.0,3.6391311850953114,55.0
Exosome Diagnostics,Series B,USA,biotech,29500000.0,2.0,2008.0,operating,2013-06-11,14750000.0,0.5,983333.3333333334,15.0,1.7400225501185795,90.0
Otonomy,Series C,USA,biotech,94400000.0,9.0,2008.0,operating,2013-09-04,75520000.0,0.8,2622222.222222222,18.0,10.510995661615329,75.0
Krishidhan Seeds,Series A,IND,biotech,30000000.0,1.0,,operating,2010-05-07,9000000.0,0.3,1250000.0,12.0,3.276499578546193,100.0
zweitgeist,Series A,DEU,web,651000.0,1.0,2006.0,operating,2007-02-01,195300.0,0.3,27125.0,12.0,0.35301515246044435,100.0
Biocartis,Series C,CHE,biotech,175606000.0,10.0,2007.0,operating,2013-11-05,140484800.0,0.8,4877944.444444444,18.0,10.060849481323228,75.0
Yippy,,USA,search,2000000.0,1.0,2006.0,acquired,2012-03-05,400000.0,0.2,83333.33333333333,12.0,0.25166871607139446,55.0
1000memories,Series A,USA,web,2535000.0,10.0,2010.0,acquired,2011-02-16,760500.0,0.3,105625.0,12.0,9.37693080407562,100.0
PrimâVision,Series A,FRA,advertising,3885720.0,,2007.0,operating,2009-07-01,1165716.0,0.3,161905.0,12.0,0.47077673059276526,100.0
VYRE Limited,Series A,GBR,network_hosting,1515079.0,1.0,,operating,2010-07-08,454523.7,0.3,63128.291666666664,12.0,2.70615748891972,100.0
sevenload,Series B,DEU,games_video,38732500.0,2.0,2006.0,operating,2008-06-18,19366250.0,0.5,1291083.3333333333,15.000000000000002,1.2591787071784197,90.0
AwarenessHub,Series A,USA,software,21948190.0,2.0,2009.0,operating,2012-06-29,6584457.0,0.3,914507.9166666666,12.0,1.6022602792916156,100.0
Gimahhot,Angel,DEU,ecommerce,1951712.0,2.0,2006.0,operating,2008-04-30,156136.96,0.08,108428.44444444444,9.0,0.40932773816010826,79.0
PinkelStar,Series A,NLD,mobile,500000.0,,2010.0,closed,2010-09-15,150000.0,0.3,20833.333333333332,12.0,0.823274305972028,100.0
MBM Solutions,Angel,USA,software,30000.0,,2008.0,operating,2009-10-01,2400.0,0.08,1666.6666666666667,9.0,0.19777065424326076,79.0
NewsCred,Series B,BGD,advertising,21750000.0,7.0,2008.0,operating,2013-03-19,10875000.0,0.5,725000.0,15.0,6.012108060612065,90.0
BITAKA Cards & Solutions,Series A,TUN,finance,3920000.0,1.0,1999.0,operating,2010-05-12,1176000.0,0.3,163333.33333333334,12.0,0.19486301041584356,100.0
Velsys Limited,Series A,GBR,software,3690000.0,2.0,1996.0,operating,2010-04-12,1107000.0,0.3,153750.0,12.0,0.32753917207510125,100.0
Easy Solutions,Series B,USA,security,14200000.0,2.0,2007.0,operating,2013-05-28,7100000.0,0.5,473333.3333333333,15.0,1.3858980558722283,90.0
Smart Balloon,Series A,,games_video,3000000.0,1.0,,closed,2010-06-23,900000.0,0.3,125000.0,12.0,2.836653617271112,100.0
Woozworld,Series B,CAN,social,9000000.0,3.0,2010.0,operating,2011-08-30,4500000.0,0.5,300000.0,15.0,4.066111968032844,90.0
QuesCom,Series A,FRA,network_hosting,2990000.0,6.0,1999.0,operating,2010-06-07,897000.0,0.3,124583.33333333333,12.0,1.2084170578636442,100.0
DisclosureNet Inc.,Series A,CAN,software,10000000.0,2.0,2002.0,operating,2011-12-09,3000000.0,0.3,416666.6666666667,12.0,0.5475219434074248,100.0
ExpertFlyer,Angel,USA,search,30000.0,1.0,2004.0,operating,2004-03-01,2400.0,0.08,1666.6666666666667,9.0,0.10441391577678298,79.0
Passman,Series B,FRA,software,30488.0,2.0,,operating,2010-04-12,15244.0,0.5,1016.2666666666667,15.0,5.247253998647205,90.0
Netlogon,Series B,FRA,network_hosting,2710000.0,1.0,1996.0,operating,2010-06-16,1355000.0,0.5,90333.33333333333,15.0,0.20964078183860554,90.0
ZYB,Series A,DNK,mobile,3845100.0,2.0,,acquired,2006-09-01,1153530.0,0.3,160212.5,12.0,5.78040805349217,100.0
KTM Advance,Series A,FRA,games_video,2460000.0,1.0,1995.0,operating,2010-05-19,738000.0,0.3,102500.0,12.0,0.143886159117605,100.0
Emulation and Verification Engineering,Series C,USA,semiconductor,2450000.0,1.0,2000.0,acquired,2010-05-25,1960000.0,0.8,68055.55555555556,18.0,0.3480063129659244,75.0
Watt & Company,Series A,USA,software,2410000.0,1.0,,operating,2010-06-09,723000.0,0.3,100416.66666666667,12.0,2.794822413658976,100.0
IPICO,Series A,CAN,hardware,2500000.0,1.0,2004.0,operating,2010-06-30,750000.0,0.3,104166.66666666667,12.0,0.3003966675042024,100.0
Zyken - NightCove,Angel,FRA,hardware,3384225.0,1.0,2005.0,operating,2012-04-01,270738.0,0.08,188012.5,9.0,0.17918174411693064,79.0
Rockola Media Group,Series A,ESP,news,2037750.0,3.0,2007.0,closed,2010-04-12,611325.0,0.3,84906.25,12.0,1.3752452643116764,100.0
NovaSparks,Series A,FRA,software,2000000.0,1.0,2007.0,operating,2010-06-16,600000.0,0.3,83333.33333333333,12.0,0.44963175860467597,100.0
AgileMesh,Series A,USA,security,2000000.0,1.0,2005.0,operating,2010-04-30,600000.0,0.3,83333.33333333333,12.0,0.33415331712692836,100.0
Modular Patterns,Series A,ISR,other,2000000.0,1.0,2008.0,operating,2010-04-20,600000.0,0.3,83333.33333333333,12.0,0.542014511786874,100.0
ubitus,Series A,TWN,software,17000000.0,2.0,2007.0,operating,2013-05-13,5100000.0,0.3,708333.3333333334,12.0,1.0478125781183514,100.0
GoalSpring Financial,Series A,USA,finance,2000000.0,2.0,2008.0,operating,2010-04-16,600000.0,0.3,83333.33333333333,12.0,1.0963110308800623,100.0
Beijing Moca World Technology,Series A,CHN,games_video,2000000.0,1.0,,closed,2010-04-06,600000.0,0.3,83333.33333333333,12.0,2.7592005881596267,100.0
SolarPrint,Series A,IRL,cleantech,3237200.0,3.0,2008.0,operating,2012-12-06,971160.0,0.3,134883.33333333334,12.0,1.7058010581396967,100.0
Baolab Microsystems,Series A,ESP,nanotech,1890000.0,1.0,,operating,2010-05-12,567000.0,0.3,78750.0,12.0,2.748394368356593,100.0
iORGA Group,Series A,FRA,consulting,1610000.0,3.0,1999.0,operating,2010-06-21,483000.0,0.3,67083.33333333333,12.0,0.57272812710303,100.0
Insight Guru,Series A,USA,web,3000000.0,1.0,2007.0,operating,2012-08-30,900000.0,0.3,125000.0,12.0,0.4625405967899235,100.0
Logic Instrument,Series A,FRA,hardware,1480000.0,1.0,1987.0,operating,2010-06-11,444000.0,0.3,61666.666666666664,12.0,0.09210125021394436,100.0
Docea Power,Series A,FRA,software,1500000.0,4.0,2006.0,operating,2010-06-02,450000.0,0.3,62500.0,12.0,1.540020162271954,100.0
Juice In The City,Series A,USA,web,6000000.0,1.0,2010.0,operating,2011-06-02,1800000.0,0.3,250000.0,12.0,0.9814988101579804,100.0
Elecar,Angel,,cleantech,10000.0,1.0,2009.0,closed,2010-05-30,800.0,0.08,555.5555555555555,9.0,0.2223025053737288,79.0
Redbiotec,Series A,CHE,biotech,420763.0,,2006.0,operating,2010-04-20,126228.9,0.3,17531.791666666668,12.0,0.34110516402453894,100.0
Incuron,Series A,RUS,biotech,5700000.0,1.0,2009.0,operating,2010-04-26,1710000.0,0.3,237500.0,12.0,0.7306040602305393,100.0
Nexess,Series A,FRA,security,1329600.0,2.0,2006.0,operating,2010-04-08,398880.0,0.3,55400.0,12.0,0.7572876934531206,100.0
Maintag,Series A,FRA,software,1270000.0,1.0,2004.0,operating,2010-05-11,381000.0,0.3,52916.666666666664,12.0,0.2860217054801621,100.0
IPTEGO,Series A,DEU,software,1190000.0,2.0,2006.0,acquired,2010-11-16,357000.0,0.3,49583.333333333336,12.0,0.751233647980998,100.0
FreshT,Series A,,enterprise,922000.0,2.0,2009.0,operating,2010-04-09,276600.0,0.3,38416.666666666664,12.0,1.2994993955527012,100.0
Nervogrid,Series A,FIN,enterprise,866000.0,2.0,2004.0,operating,2010-04-15,259800.0,0.3,36083.333333333336,12.0,0.5680720515386547,100.0
ResourceKraft,Angel,IRL,cleantech,813000.0,2.0,2007.0,operating,2010-04-01,65040.0,0.08,45166.666666666664,9.0,0.4498565628713904,79.0
Spectrum Devices,Series A,USA,semiconductor,750000.0,1.0,2003.0,operating,2010-05-13,225000.0,0.3,31250.0,12.0,0.246130189588337,100.0
GOBA,Series A,USA,mobile,1377104.0,1.0,2009.0,operating,2011-10-27,413131.2,0.3,57379.333333333336,12.0,0.6627679244154427,100.0
jobandtalent,Series A,ESP,social,4731330.0,4.0,2009.0,operating,2013-07-22,1419399.0,0.3,197138.75,12.0,2.9236824124756646,100.0
Char Software,Series B,USA,software,6199977.0,2.0,1994.0,operating,2012-09-11,3099988.5,0.5,206665.9,15.0,0.40703102334497193,90.0
Absolicon Solar Concentrator,Series A,SWE,cleantech,661000.0,2.0,2007.0,operating,2010-05-12,198300.0,0.3,27541.666666666668,12.0,0.8410486946143819,100.0
INCOM Storage,Series A,DEU,hardware,659000.0,1.0,,operating,2010-05-03,197700.0,0.3,27458.333333333332,12.0,2.5471312414253338,100.0
24 Media Network,Series A,SWE,web,1209702.0,2.0,,operating,2009-01-01,362910.6,0.3,50404.25,12.0,5.338601047471975,100.0
FMP Products,Series A,USA,biotech,480000.0,1.0,,operating,2010-04-14,144000.0,0.3,20000.0,12.0,2.4865890059827795,100.0
Altech Software,Series A,GBR,software,441000.0,1.0,2005.0,operating,2010-06-01,132300.0,0.3,18375.0,12.0,0.29805343234901593,100.0
Conjunct,Series C,GBR,network_hosting,934850.0,4.0,2004.0,operating,2011-12-22,747880.0,0.8,25968.055555555555,18.0,1.9330563073377154,75.0
IDENT Technology,Series A,DEU,software,338000.0,4.0,2002.0,acquired,2011-09-05,101400.0,0.3,14083.333333333334,12.0,0.8720349675458575,100.0
TopRealty,Series A,GBR,real_estate,315000.0,2.0,1975.0,operating,2010-06-01,94500.0,0.3,13125.0,12.0,0.11500271326844935,100.0
LumeJet,,GBR,hardware,3484699.0,5.0,2010.0,operating,2013-07-26,696939.8,0.2,145195.79166666666,12.0,3.1849901841661032,55.0
Achieve X,Series A,USA,software,150000.0,1.0,2008.0,operating,2010-05-10,45000.0,0.3,6250.0,12.0,0.4430545597910635,100.0
DotBlu,Series A,USA,web,2250000.0,5.0,2007.0,closed,2008-12-16,675000.0,0.3,93750.0,12.0,2.316036180921565,100.0
Quintesocial,Series A,USA,social,100000.0,1.0,2009.0,operating,2010-06-25,30000.0,0.3,4166.666666666667,12.0,0.5375254442875366,100.0
Matrix Electronic Measuring,Series A,USA,hardware,50000.0,1.0,1985.0,operating,2010-05-18,15000.0,0.3,2083.3333333333335,12.0,0.0615330990708267,100.0
Shoefitr,Series A,USA,software,1230000.0,2.0,2010.0,operating,2011-10-28,369000.0,0.3,51250.0,12.0,1.7734647712370784,100.0
Lama Lab,Series A,USA,enterprise,1213066.0,1.0,2009.0,closed,2011-07-08,363919.8,0.3,50544.416666666664,12.0,0.6567109915905319,100.0
25eight,Angel,,software,25000.0,1.0,,closed,2010-01-26,2000.0,0.08,1388.888888888889,9.0,1.0194066064240799,79.0
Fotofeedback,Series A,USA,web,30000.0,1.0,,operating,2010-05-31,9000.0,0.3,1250.0,12.0,1.956961694720951,100.0
BullionVault,Series C,GBR,finance,18202648.0,2.0,2005.0,operating,2010-06-01,14562118.4,0.8,505629.1111111111,18.0,1.3182766882361137,75.0
Pinkdingo,Angel,USA,web,1400000.0,6.0,2009.0,closed,2011-10-12,112000.0,0.08,77777.77777777778,9.0,2.15039766787178,79.0
N30 Pharmaceuticals,Series B,USA,biotech,10000000.0,3.0,,operating,2010-07-12,5000000.0,0.5,333333.3333333333,15.0,12.303404908395944,90.0
Implanet,Series C,FRA,biotech,10100000.0,3.0,2007.0,operating,2010-07-12,8080000.0,0.8,280555.55555555556,18.0,2.5550700491362024,75.0
Reata Pharmaceuticals,Series D+,USA,biotech,378000000.0,2.0,2002.0,operating,2011-07-13,378000000.0,1.0,10500000.0,18.0,1.3596362203404226,75.0
Graitec,Series C,FRA,software,5420000.0,2.0,,operating,2005-09-30,4336000.0,0.8,150555.55555555556,18.0,9.860792624070964,75.0
Badgeville,Series C,USA,enterprise,39950000.0,8.0,2010.0,operating,2012-05-30,31960000.0,0.8,1109722.2222222222,18.0,14.847702245374563,75.0
"Aerospike, Inc.",Series A,USA,analytics,2000000.0,,2008.0,operating,2011-03-30,600000.0,0.3,83333.33333333333,12.0,0.542014511786874,100.0
Dakwak,Angel,USA,software,600000.0,6.0,2009.0,operating,2013-05-01,48000.0,0.08,33333.333333333336,9.0,2.0209151855879286,79.0
GinzaMetrics,Angel,USA,enterprise,1714000.0,4.0,2010.0,operating,2011-10-01,137120.0,0.08,95222.22222222222,9.0,1.9375878456080926,79.0
